@relation past-tense
@attribute frequency NUMERIC
@attribute p1 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p2 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p3 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p4 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p5 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p6 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p7 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p8 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute p9 {=, @, &, 3:, A:, aI, aU, b, bj, bl, bl#, br, d, D, dj, dl#, dn#, dr, dw, dZ, E, E@, eI, f, fj, fl, fl#, fn#, fr, ft, g, gj, gl, gl#, gr, gw, h, hj, i:, I, I@, j, k, kj, kl, kl#, kr, ks, kt, kw, l, ld, ldZ, lf, lj, lk, lm, lp, lpt, ls, lS, lt, ltS, lv, m, mf, mj, ml#, mp, mps, mpt, n, N, nd, ndZ, nj, Nk, nl#, ns, nt, ntS, nz, O, O:, OI, p, pj, pl, pl#, pr, ps, pt, r, r*, s, S, sj, sk, skj, skl, skr, skw, sl, sl#, Sl#, sm, sn, sn#, Sn#, sp, spj, spl, spr, Sr, st, stj, str, sw, t, T, tj, Tj, tl#, tn#, Tn#, tr, Tr, ts, tS, tSr, tw, Tw, u:, U, @U, U@, v, V, vj, vl#, vn#, vz, w, z, Z, zj, zl#, zn#, Zn#}
@attribute class { IRREG-aI-aU.,  IRREG-aI-eI.,  IRREG-aI-I.,  IRREG-aI-O:., IRREG-aI-O.,  IRREG-aI-u:.,  IRREG-aI-@U.,  IRREG-aI-V.,  IRREG-CONV., IRREG-@+d.,  IRREG-d-t.,  IRREG-E-&.,  IRREG-eI-u:.,  IRREG-eI-@U., IRREG-eI-U.,  IRREG-E-O.,  IRREG-E@-O:.,  IRREG-I-&.,  IRREG-i:-E., IRREG-i:-E+d.,  IRREG-I-eI.,  IRREG-i:-E+t.,  IRREG-i:-O:., IRREG-i:-@U.,  IRREG-I-U.,  IRREG-I-V.,  IRREG-@+ked.,  IRREG-O:-E., IRREG-OTHER.,  IRREG-O-u.,  IRREG-O:-u:.,  IRREG-@-s+ed.,  IRREG-@+t., IRREG-@U-E.,  IRREG-@U-ju:.,  IRREG-u:-O.,  IRREG-u:-@U., IRREG-@U-u:.,  IRREG-&-V.,  IRREG-V-&.,  IRREG-V-eI.,  REG.}

@data
123,=,=,=,=,=,=,d,V,k,REG.
24,=,=,=,dj,u:,=,=,@,l,REG.
44,=,=,=,=,=,=,d,V,l,REG.
16,=,=,=,d,V,m,f,aU,nd,REG.
304,=,=,=,=,=,=,d,V,mp,REG.
14,=,=,=,=,=,=,d,V,Nk,REG.
10,=,=,=,=,=,=,dj,u:,p,REG.
73,dj,u:,=,pl,I,=,k,eI,t,REG.
152,=,=,=,=,=,=,d,V,st,REG.
47,=,=,=,=,=,=,dw,O:,f,REG.
164,=,=,=,=,=,=,dw,E,l,REG.
164,=,=,=,=,=,=,dw,E,l,IRREG-@+t.
163,=,=,=,dw,I,n,dl#,=,=,REG.
141,=,=,=,=,=,=,d,aI,=,REG.
14,d,aI,=,n,@,=,m,aI,t,REG.
36,=,=,=,=,I@,=,m,A:,k,REG.
973,=,=,=,=,=,=,=,3:,n,REG.
404,=,=,=,=,=,=,=,i:,z,REG.
5183,=,=,=,=,=,=,=,i:,t,IRREG-OTHER.
29,=,=,=,=,i:,vz,dr,O,p,REG.
37,=,=,=,=,=,=,=,E,b,REG.
328,=,=,=,=,E,=,k,@U,=,REG.
37,=,=,=,=,I,=,kl,I,ps,REG.
35,k,O,=,n,@,=,m,aI,z,REG.
25,=,=,=,=,E,=,d,I,=,REG.
167,=,=,=,=,=,=,=,E,dZ,REG.
12,=,E,=,d,I,=,f,aI,=,REG.
160,=,=,=,=,E,=,d,I,t,REG.
324,=,E,=,dZ,U,=,k,eI,t,REG.
10,=,=,=,=,=,=,=,E,f,REG.
13,=,=,=,=,I,=,f,eI,s,REG.
120,=,=,=,=,I,=,f,E,kt,REG.
60,=,=,=,=,I,=,dZ,E,kt,REG.
90,l,&,=,b,@,=,r,eI,t,REG.
51,=,=,=,=,I,=,l,&,ps,REG.
14,=,=,=,=,E,l,b,@U,=,REG.
618,=,=,=,=,I,=,l,E,kt,REG.
41,l,E,k,tr,I,=,f,aI,=,REG.
14,l,E,k,tr,@,=,kj,u:,t,REG.
97,=,E,=,l,I,=,v,eI,t,REG.
75,=,I,=,l,I,=,s,I,t,REG.
539,l,I,=,m,I,=,n,eI,t,REG.
56,=,i:,=,l,O,N,g,eI,t,REG.
17,=,=,=,=,I,=,l,@U,p,REG.
20,l,u:,=,s,I,=,d,eI,t,REG.
78,=,=,=,=,I,=,l,u:,d,REG.
25,m,eI,=,S,I,=,=,eI,t,REG.
60,m,&,n,s,I,=,p,eI,t,REG.
21,=,=,=,=,I,m,b,A:,m,REG.
206,=,=,=,=,I,m,b,A:,k,REG.
461,=,I,m,b,&,=,r,@,s,REG.
105,=,=,=,=,I,m,b,E,d,REG.
28,=,I,m,b,E,=,l,I,S,REG.
49,=,I,m,b,I,=,t,@,r*,REG.
10,=,I,m,bl,eI,=,zn#,=,=,REG.
160,=,I,m,b,O,=,d,I,=,REG.
20,=,I,m,b,@U,l,d,@,n,REG.
25,=,=,=,=,I,m,b,O,s,REG.
446,=,=,=,=,I,m,br,eI,s,REG.
117,=,I,m,br,OI,=,d,@,r*,REG.
28,=,=,=,=,I,m,br,OI,l,REG.
1433,=,=,=,=,I,=,m,3:,dZ,REG.
55,=,E,=,m,I,=,gr,eI,t,REG.
128,=,=,=,=,I,=,m,I,t,REG.
664,=,E,m,f,@,=,s,aI,z,REG.
1110,=,=,=,=,I,m,pl,OI,=,REG.
49,=,I,m,p,aU,=,=,@,r*,REG.
283,=,=,=,=,E,mp,t,I,=,REG.
78,=,E,=,mj,U,=,l,eI,t,REG.
963,=,I,=,n,eI,=,bl#,=,=,REG.
89,=,=,=,=,I,=,n,&,kt,REG.
42,=,I,=,n,&,=,ml#,=,=,REG.
10,=,=,=,=,I,n,k,&,mp,REG.
31,k,&,p,sj,U,=,l,eI,t,REG.
64,=,=,=,=,I,n,k,eI,s,REG.
115,=,=,=,=,I,n,tS,A:,nt,REG.
79,=,I,n,s,3:,=,kl#,=,=,REG.
285,=,=,=,=,I,n,kl,@U,z,REG.
16,=,=,=,=,E,n,k,@U,d,REG.
86,=,I,n,k,V,m,p,@,s,REG.
397,=,I,n,k,aU,n,t,@,r*,REG.
1925,=,I,n,k,V,=,r,I,dZ,REG.
41,=,=,=,=,I,n,kr,@U,tS,REG.
46,=,=,=,=,I,n,kr,V,st,REG.
18,=,I,n,k,V,m,b,@,r*,REG.
2524,=,=,=,=,=,=,=,E,nd,REG.
145,=,I,n,d,eI,n,dZ,@,r*,REG.
95,=,I,n,d,E,=,v,@,r*,REG.
176,=,=,=,=,I,n,d,O:,s,REG.
112,=,=,=,=,I,n,d,aU,=,REG.
332,=,=,=,=,I,n,dj,U@,r*,REG.
11,=,E,=,n,@,=,dZ,aI,z,REG.
12,=,E,=,n,3:,=,v,eI,t,REG.
13,=,I,n,f,i:,=,bl#,=,=,REG.
25,=,=,=,=,I,n,f,@U,ld,REG.
294,=,=,=,=,I,n,f,O:,s,REG.
795,=,=,=,=,I,n,g,eI,dZ,REG.
61,=,I,n,dZ,E,n,d,@,r*,REG.
45,=,E,n,dZ,I,=,n,I@,r*,REG.
89,=,=,=,=,I,n,gr,eI,v,REG.
60,=,=,=,=,I,n,gr,@U,s,REG.
113,=,=,=,=,I,n,g,V,lf,REG.
250,=,=,=,=,I,n,h,A:,ns,REG.
27,=,=,=,=,I,n,dZ,OI,n,REG.
2656,=,=,=,=,I,n,dZ,OI,=,REG.
241,=,=,=,=,I,n,l,A:,dZ,REG.
48,=,I,n,l,aI,=,tn#,=,=,REG.
118,=,=,=,=,I,n,l,I,st,REG.
48,=,I,n,l,aI,=,vn#,=,=,REG.
35,=,=,=,=,I,n,m,E,S,REG.
18,=,I,=,n,@U,=,bl#,=,=,REG.
113,=,=,=,=,I,n,r,eI,dZ,REG.
10,=,I,n,r,&,p,tS,@,r*,REG.
132,=,=,=,=,I,n,r,I,tS,REG.
66,=,=,=,=,I,n,r,@U,l,REG.
25,=,=,=,=,I,n,sk,O,ns,REG.
44,=,=,=,=,I,n,Sr,aI,n,REG.
38,=,=,=,=,I,n,sl,eI,v,REG.
10,=,=,=,=,I,n,sn,E@,r*,REG.
135,=,=,=,=,I,n,sj,u:,=,REG.
1051,=,=,=,=,I,n,S,O:,r*,REG.
174,=,=,=,=,I,n,t,eI,l,REG.
58,=,I,n,t,&,N,gl#,=,=,REG.
2309,=,=,=,=,E,n,t,@,r*,REG.
258,=,E,n,t,@,=,t,eI,n,REG.
23,=,=,=,=,I,n,Tr,O:,l,REG.
19,=,=,=,=,I,n,Tj,u:,z,REG.
64,=,=,=,=,I,n,t,aI,s,REG.
549,=,I,n,t,aI,=,tl#,=,=,REG.
55,=,=,=,=,I,n,tr,A:,ns,REG.
11,=,=,=,=,I,n,tr,&,p,REG.
12,=,=,=,=,I,n,tr,i:,t,REG.
14,=,=,=,=,I,n,tr,E,ntS,REG.
77,=,=,=,=,I,n,tr,V,st,REG.
32,=,=,=,=,I,n,tw,aI,n,REG.
24,nj,u:,=,m,@,=,r,eI,t,REG.
18,n,V,n,s,I,=,=,eI,t,REG.
83,=,I,n,v,E,=,l,@,p,REG.
225,=,I,n,v,I,=,z,I,dZ,REG.
23,=,I,n,v,I,=,Zn#,=,=,REG.
220,=,=,=,=,E,n,v,I,=,REG.
28,p,I,=,t,@,=,m,aI,z,REG.
289,=,=,=,=,i:,=,kw,@,l,REG.
45,=,i:,=,kw,@,=,l,aI,z,REG.
84,=,=,=,=,I,=,kw,eI,t,REG.
179,=,=,=,=,I,=,kw,I,p,REG.
12,kw,I,=,v,@,=,k,eI,t,REG.
56,r,&,=,d,I,=,k,eI,t,REG.
79,=,=,=,=,I,=,r,eI,z,REG.
218,=,=,=,=,I,=,r,E,kt,REG.
158,=,=,=,=,I,=,r,@U,d,REG.
51,=,=,=,=,=,=,=,3:,r*,REG.
106,=,=,=,=,I,=,r,V,pt,REG.
100,=,E,=,sk,@,=,l,eI,t,REG.
1079,=,=,=,=,I,=,sk,eI,p,REG.
33,=,=,=,=,I,s,tS,u:,=,REG.
153,=,=,=,=,I,=,sk,O:,t,REG.
43,=,=,=,=,I,=,sp,aU,z,REG.
16,=,=,=,=,E,=,s,eI,=,REG.
2227,=,I,=,st,&,=,bl,I,S,REG.
28,=,=,=,=,I,=,st,i:,m,REG.
609,=,E,=,st,I,=,m,eI,t,REG.
22,=,=,=,=,I,=,str,eI,ndZ,REG.
53,=,=,=,=,=,=,=,E,tS,REG.
10,j,u:,=,l,@,=,dZ,aI,z,REG.
60,v,&,=,kj,U,=,=,eI,t,REG.
135,=,=,=,=,I,=,v,eI,d,REG.
151,v,&,l,j,U,=,=,eI,t,REG.
145,v,&,=,p,@,=,r,eI,t,REG.
47,=,=,=,=,I,=,v,I,kt,REG.
45,=,E,=,v,I,=,d,@,ns,REG.
19,=,=,=,=,I,=,v,I,ns,REG.
163,=,=,=,=,I,=,v,@U,k,REG.
438,=,=,=,=,I,=,v,O,lv,REG.
69,z,&,=,s,@,=,b,eI,t,REG.
39,=,=,=,=,I,g,z,&,kt,REG.
231,z,&,=,dZ,@,=,r,eI,t,REG.
22,=,=,=,=,I,g,z,O:,lt,REG.
1387,=,I,g,z,&,=,m,I,n,REG.
79,z,&,=,sp,@,=,r,eI,t,REG.
80,=,E,k,sk,@,=,v,eI,t,REG.
267,=,=,=,=,I,k,s,i:,d,REG.
55,=,=,=,=,I,k,s,E,l,REG.
433,=,=,=,=,I,ks,tS,eI,ndZ,REG.
16,=,=,=,=,E,k,s,aI,z,REG.
207,=,=,=,=,I,k,s,aI,t,REG.
250,=,=,=,=,I,k,skl,eI,m,REG.
415,=,=,=,=,I,k,skl,u:,d,REG.
11,mj,u:,=,n,I,=,k,eI,t,REG.
19,=,=,=,=,I,k,skr,i:,t,REG.
341,=,=,=,=,I,k,skj,u:,z,REG.
231,=,E,k,s,I,=,kj,u:,t,REG.
84,z,E,m,pl,I,=,f,aI,=,REG.
37,=,=,=,=,I,g,z,E,mpt,REG.
522,=,E,k,s,@,=,s,aI,z,REG.
229,=,=,=,=,I,g,z,3:,t,REG.
46,=,=,=,=,E,ks,h,eI,l,REG.
614,=,=,=,=,I,g,z,O:,st,REG.
218,=,I,g,z,I,=,b,I,t,REG.
89,z,I,=,l,@,=,r,eI,t,REG.
61,=,=,=,=,I,g,z,O:,t,REG.
14,=,=,=,=,E,ks,hj,u:,m,REG.
61,=,=,=,=,E,k,s,aI,l,REG.
2361,=,=,=,=,I,g,z,I,st,REG.
15,=,=,=,=,E,k,s,I,t,REG.
23,z,O,=,n,@,=,r,eI,t,REG.
35,=,E,k,s,O:,=,s,aI,z,REG.
832,=,=,=,=,I,k,sp,&,nd,REG.
5095,=,=,=,=,I,k,sp,E,kt,REG.
193,=,=,=,=,I,k,sp,E,l,REG.
73,=,=,=,=,I,k,sp,E,nd,REG.
938,=,I,k,sp,I@,=,r,I@,ns,REG.
160,sp,E,=,r,I,=,m,@,nt,REG.
77,=,I,k,sp,aI,=,=,@,r*,REG.
3606,=,=,=,=,I,k,spl,eI,n,REG.
396,=,=,=,=,I,k,spl,@U,d,REG.
548,=,=,=,=,I,k,spl,OI,t,REG.
487,=,=,=,=,I,k,spl,O:,r*,REG.
182,=,=,=,=,I,k,sp,O:,t,REG.
875,=,=,=,=,I,k,sp,@U,z,REG.
17,sp,O,s,tS,U,=,l,eI,t,REG.
54,=,=,=,=,I,k,sp,aU,nd,REG.
1874,=,=,=,=,I,k,spr,E,s,REG.
17,pr,@U,=,pr,I,=,=,eI,t,REG.
10,=,=,=,=,I,k,sp,V,ndZ,REG.
1330,=,=,=,=,I,k,st,E,nd,REG.
41,st,3:,=,m,I,=,n,eI,t,REG.
24,st,3:,=,n,@,=,l,aI,z,REG.
57,=,I,k,st,I,N,gw,I,S,REG.
36,=,=,=,=,I,k,st,@U,l,REG.
300,=,=,=,=,I,k,str,&,kt,REG.
32,=,E,k,str,@,=,d,aI,t,REG.
17,str,&,=,p,@U,=,l,eI,t,REG.
34,=,E,k,str,I,=,k,eI,t,REG.
21,=,=,=,=,I,k,str,u:,d,REG.
58,=,=,=,=,I,g,zj,u:,d,REG.
17,=,=,=,=,I,g,z,V,lt,REG.
109,=,=,=,=,=,=,=,aI,=,REG.
24,f,&,=,br,I,=,k,eI,t,REG.
2438,=,=,=,=,=,=,f,eI,s,REG.
126,s,I,=,l,I,=,t,eI,t,REG.
643,=,=,=,=,=,=,f,eI,d,REG.
2608,=,=,=,=,=,=,f,eI,l,REG.
117,=,=,=,=,=,=,f,eI,nt,REG.
81,=,=,=,=,=,=,f,eI,k,REG.
5276,=,=,=,=,=,=,f,O:,l,IRREG-O:-E.
38,f,O:,l,s,I,=,f,aI,=,REG.
98,=,=,=,f,O:,l,t,@,r*,REG.
18,m,I,=,lj,@,=,r,aI,z,REG.
108,=,=,=,=,=,=,f,&,n,REG.
295,=,=,=,f,&,n,s,I,=,REG.
51,=,=,=,=,=,=,f,E@,r*,REG.
114,=,=,=,=,=,=,f,A:,m,REG.
11,=,=,=,f,&,=,r,@U,=,REG.
16,=,=,=,=,=,=,f,A:,t,REG.
294,f,&,=,s,I,=,n,eI,t,REG.
125,=,=,=,f,&,=,Sn#,=,=,REG.
32,=,=,=,=,=,=,f,A:,st,REG.
186,=,=,=,f,A:,=,sn#,=,=,REG.
32,=,=,=,=,=,=,f,&,t,REG.
17,=,=,=,f,A:,=,D,@,r*,REG.
43,=,=,=,f,&,=,D,@,m,REG.
26,=,=,=,f,@,=,t,i:,g,REG.
84,=,=,=,f,&,=,tn#,=,=,REG.
43,=,=,=,=,=,=,f,O:,lt,REG.
473,=,=,=,f,eI,=,v,@,r*,REG.
20,=,=,=,=,=,=,f,O:,n,REG.
1410,=,=,=,=,=,=,f,I@,r*,REG.
65,=,=,=,=,=,=,f,i:,st,REG.
48,=,=,=,f,E,=,D,@,r*,REG.
189,=,=,=,f,i:,=,tS,@,r*,REG.
2379,=,=,=,=,=,=,f,i:,d,IRREG-i:-E.
15489,=,=,=,=,=,=,f,i:,l,IRREG-i:-E+t.
68,=,=,=,=,=,=,f,eI,n,REG.
14,=,=,=,=,=,=,f,eI,nt,REG.
158,=,=,=,=,=,=,f,E,l,REG.
45,=,=,=,=,=,=,f,E,ns,REG.
51,=,=,=,f,@,=,m,E,nt,REG.
21,=,=,=,f,E,=,r,I,t,REG.
46,=,=,=,f,E,=,r,I,=,REG.
77,f,3:,=,t,@,=,l,aI,z,REG.
37,=,=,=,f,E,=,st,@,r*,REG.
28,=,=,=,f,E,=,st,u:,n,REG.
381,=,=,=,=,=,=,f,E,tS,REG.
12,=,=,=,=,=,=,f,eI,t,REG.
16,=,=,=,f,E,=,t,@,r*,REG.
120,=,=,=,f,I,=,dl#,=,=,REG.
72,=,=,=,f,I,=,dZ,I,t,REG.
104,=,=,=,=,=,=,f,i:,ld,REG.
2549,=,=,=,=,=,=,f,aI,t,IRREG-aI-O:.
507,=,=,=,f,I,=,g,@,r*,REG.
14,=,=,=,=,=,=,f,I,ltS,REG.
372,=,=,=,=,=,=,f,aI,l,REG.
2463,=,=,=,=,=,=,f,I,l,REG.
48,=,=,=,f,I,=,l,I,t,REG.
154,=,=,=,=,=,=,f,I,lm,REG.
157,=,=,=,f,I,l,t,@,r*,REG.
21,f,aI,=,n,@,=,l,aI,z,REG.
426,=,=,=,f,aI,=,n,&,ns,REG.
19525,=,=,=,=,=,=,f,aI,nd,IRREG-I-U.
96,=,=,=,=,=,=,f,aI,n,REG.
85,=,=,=,f,I,N,g,@,r*,REG.
14,f,I,N,g,@,=,pr,I,nt,REG.
2248,=,=,=,f,I,=,n,I,S,REG.
860,=,=,=,f,aI,=,=,@,r*,REG.
12,=,=,=,=,=,=,f,3:,m,REG.
557,=,=,=,=,=,=,f,I,S,REG.
1343,=,=,=,=,=,=,f,I,t,REG.
725,=,=,=,=,=,=,f,I,ks,REG.
20,=,=,=,f,I,k,s,eI,t,REG.
17,=,=,=,=,=,=,f,I,z,REG.
11,=,=,=,f,I,=,zl#,=,=,REG.
15,fl,&,=,b,@,=,g,A:,st,REG.
57,=,=,=,=,=,=,fl,&,g,REG.
48,=,=,=,=,=,=,fl,eI,l,REG.
66,=,=,=,=,=,=,fl,eI,k,REG.
26,=,=,=,=,=,=,fl,eI,m,REG.
95,=,=,=,=,=,=,fl,&,Nk,REG.
193,=,=,=,=,=,=,fl,&,p,REG.
153,=,=,=,=,=,=,fl,E@,r*,REG.
486,=,=,=,=,=,=,fl,&,S,REG.
169,=,=,=,fl,&,=,tn#,=,=,REG.
229,=,=,=,fl,&,=,t,@,r*,REG.
50,=,=,=,=,=,=,fl,O:,nt,REG.
76,=,=,=,fl,eI,=,v,@,r*,REG.
45,=,=,=,=,=,=,fl,O:,=,REG.
26,=,=,=,=,=,=,fl,eI,=,REG.
21,=,=,=,=,=,=,fl,E,k,REG.
482,=,=,=,=,=,=,fl,i:,=,IRREG-i:-E+d.
92,=,=,=,=,=,=,fl,E,ks,REG.
190,=,=,=,=,=,=,fl,I,k,REG.
241,=,=,=,fl,I,=,k,@,r*,REG.
94,=,=,=,=,=,=,fl,I,ntS,REG.
425,=,=,=,=,=,=,fl,I,N,IRREG-I-V.
122,=,=,=,=,=,=,fl,I,p,REG.
66,=,=,=,=,=,=,fl,3:,t,REG.
56,=,=,=,=,=,=,fl,I,t,REG.
585,=,=,=,=,=,=,fl,@U,t,REG.
55,=,=,=,=,=,=,fl,O,k,REG.
41,=,=,=,=,=,=,fl,O,g,REG.
292,=,=,=,=,=,=,fl,V,d,REG.
23,=,=,=,fl,V,d,l,aI,t,REG.
23,=,=,=,fl,V,d,l,aI,t,IRREG-aI-I.
15,=,=,=,=,=,=,fl,O:,r*,REG.
100,=,=,=,=,=,=,fl,O,p,REG.
15,=,=,=,=,=,=,fl,aU,ns,REG.
54,=,=,=,fl,aU,n,d,@,r*,REG.
38,=,=,=,fl,aU,=,=,@,r*,REG.
338,=,=,=,fl,V,=,r,I,S,REG.
24,=,=,=,=,=,=,fl,aU,t,REG.
616,=,=,=,=,=,=,fl,@U,=,REG.
130,=,=,=,fl,aU,=,=,@,r*,REG.
82,fl,V,k,tS,U,=,=,eI,t,REG.
18,=,=,=,=,=,=,fl,V,f,REG.
17,=,=,=,=,=,=,fl,V,Nk,REG.
245,=,=,=,=,=,=,fl,V,S,REG.
37,=,=,=,fl,V,=,st,@,r*,REG.
36,=,=,=,=,=,=,fl,u:,t,REG.
